UNIPROT,has,description
up:Q96A25,hsa:113277,TMEM106A; transmembrane protein 106A
up:Q96A25,hsa:113277,TMEM106A; transmembrane protein 106A
up:Q96CX2,hsa:115207,KCTD12; potassium channel tetramerization domain containing 12
up:Q96CX2,hsa:115207,KCTD12; potassium channel tetramerization domain containing 12
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96D96,hsa:84329,HVCN1; hydrogen voltage gated channel 1
up:Q96N96,hsa:221178,SPATA13; spermatogenesis associated 13
up:Q96RK0,hsa:23152,CIC; capicua transcriptional repressor
up:Q96RK0,hsa:23152,CIC; capicua transcriptional repressor
up:Q96RT1,hsa:55914,ERBIN; erbb2 interacting protein
up:Q96RY7,hsa:9742,IFT140; intraflagellar transport 140
up:Q99612,hsa:1316,KLF6; Kruppel like factor 6
up:Q99683,hsa:4217,MAP3K5; mitogen-activated protein kinase kinase kinase 5
up:Q99759,hsa:4215,MAP3K3; mitogen-activated protein kinase kinase kinase 3
up:Q99836,hsa:4615,MYD88; MYD88 innate immune signal transduction adaptor
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BUB5,hsa:8569,MKNK1; MAPK interacting serine/threonine kinase 1
up:Q9BXB4,hsa:114885,OSBPL11; oxysterol binding protein like 11
up:Q9H063,hsa:84232,"MAF1; MAF1 homolog, negative regulator of RNA polymerase III"
up:Q9H063,hsa:84232,"MAF1; MAF1 homolog, negative regulator of RNA polymerase III"
up:Q9H063,hsa:84232,"MAF1; MAF1 homolog, negative regulator of RNA polymerase III"
up:Q9H4B6,hsa:60485,SAV1; salvador family WW domain containing protein 1
up:Q9H9B1,hsa:79813,EHMT1; euchromatic histone lysine methyltransferase 1
up:Q9H9B1,hsa:79813,EHMT1; euchromatic histone lysine methyltransferase 1
up:Q9H9B1,hsa:79813,EHMT1; euchromatic histone lysine methyltransferase 1
up:Q9H9B1,hsa:79813,EHMT1; euchromatic histone lysine methyltransferase 1
up:Q9HAP2,hsa:22877,MLXIP; MLX interacting protein
up:Q9HAP2,hsa:22877,MLXIP; MLX interacting protein
up:Q9NNW5,hsa:11180,WDR6; WD repeat domain 6
up:Q9NNW5,hsa:11180,WDR6; WD repeat domain 6
up:Q9NNW5,hsa:11180,WDR6; WD repeat domain 6
up:Q9NPF2,hsa:50515,CHST11; carbohydrate sulfotransferase 11
up:Q9NPF2,hsa:50515,CHST11; carbohydrate sulfotransferase 11
up:Q9NPF2,hsa:50515,CHST11; carbohydrate sulfotransferase 11
up:Q9NPF2,hsa:50515,CHST11; carbohydrate sulfotransferase 11
up:Q9NPF2,hsa:50515,CHST11; carbohydrate sulfotransferase 11
up:Q9NYK1,hsa:51284,TLR7; toll like receptor 7
up:Q9NYK1,hsa:51284,TLR7; toll like receptor 7
up:Q9NYK1,hsa:51284,TLR7; toll like receptor 7
up:Q9NYK1,hsa:51284,TLR7; toll like receptor 7
up:Q9NYL2,hsa:51776,MAP3K20; mitogen-activated protein kinase kinase kinase 20
up:Q9NYL2,hsa:51776,MAP3K20; mitogen-activated protein kinase kinase kinase 20
up:Q9P0V9,hsa:151011,SEPTIN10; septin 10
up:Q9P0V9,hsa:151011,SEPTIN10; septin 10
up:Q9P0W2,hsa:10362,HMG20B; high mobility group 20B
up:Q9P212,hsa:51196,PLCE1; phospholipase C epsilon 1
up:Q9P2E3,hsa:57169,ZNFX1; zinc finger NFX1-type containing 1
up:Q9P2E3,hsa:57169,ZNFX1; zinc finger NFX1-type containing 1
up:Q9P2E3,hsa:57169,ZNFX1; zinc finger NFX1-type containing 1
up:Q9P2N4,hsa:56999,ADAMTS9; ADAM metallopeptidase with thrombospondin type 1 motif 9
up:Q9UH65,hsa:23075,SWAP70; switching B cell complex subunit SWAP70
up:Q9UH99,hsa:25777,SUN2; Sad1 and UNC84 domain containing 2
up:Q9UH99,hsa:25777,SUN2; Sad1 and UNC84 domain containing 2
up:Q9UH99,hsa:25777,SUN2; Sad1 and UNC84 domain containing 2
up:Q9UH99,hsa:25777,SUN2; Sad1 and UNC84 domain containing 2
up:Q9UH99,hsa:25777,SUN2; Sad1 and UNC84 domain containing 2
up:Q9UHB7,hsa:27125,AFF4; AF4/FMR2 family member 4
up:Q9UIU6,hsa:51804,SIX4; SIX homeobox 4
up:Q9UKJ3,hsa:23131,GPATCH8; G-patch domain containing 8
up:Q9UKJ3,hsa:23131,GPATCH8; G-patch domain containing 8
up:Q9UKJ3,hsa:23131,GPATCH8; G-patch domain containing 8
up:Q9UKJ3,hsa:23131,GPATCH8; G-patch domain containing 8
up:Q9UKV3,hsa:22985,ACIN1; apoptotic chromatin condensation inducer 1
up:Q9UKV3,hsa:22985,ACIN1; apoptotic chromatin condensation inducer 1
up:Q9UL63,hsa:4289,MKLN1; muskelin 1
up:Q9UL63,hsa:4289,MKLN1; muskelin 1
up:Q9ULI2,hsa:57494,RIMKLB; ribosomal modification protein rimK like family member B
up:Q9ULI2,hsa:57494,RIMKLB; ribosomal modification protein rimK like family member B
up:Q9ULX9,hsa:23764,MAFF; MAF bZIP transcription factor F
up:Q9ULX9,hsa:23764,MAFF; MAF bZIP transcription factor F
up:Q9UPU9,hsa:23034,SAMD4A; sterile alpha motif domain containing 4A
up:Q9Y2N7,hsa:64344,HIF3A; hypoxia inducible factor 3 subunit alpha
up:Q9Y2V2,hsa:23589,CARHSP1; calcium regulated heat stable protein 1
up:Q9Y2V2,hsa:23589,CARHSP1; calcium regulated heat stable protein 1
up:Q9Y4C8,hsa:9904,RBM19; RNA binding motif protein 19
up:Q9Y679,hsa:550,AUP1; AUP1 lipid droplet regulating VLDL assembly factor
up:Q9Y6I4,hsa:9960,USP3; ubiquitin specific peptidase 3
up:P13497,hsa:649,BMP1; bone morphogenetic protein 1
up:P55008,hsa:199,AIF1; allograft inflammatory factor 1
up:Q92949,hsa:2302,FOXJ1; forkhead box J1
up:Q99062,hsa:1441,CSF3R; colony stimulating factor 3 receptor
up:Q9NV23,hsa:55301,OLAH; oleoyl-ACP hydrolase
up:Q9NV23,hsa:55301,OLAH; oleoyl-ACP hydrolase
up:Q9NV23,hsa:55301,OLAH; oleoyl-ACP hydrolase
up:Q9NV23,hsa:55301,OLAH; oleoyl-ACP hydrolase
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:Q9UKV8,hsa:27161,AGO2; argonaute RISC catalytic component 2
up:O00584,hsa:8635,RNASET2; ribonuclease T2
up:O00584,hsa:8635,RNASET2; ribonuclease T2
up:O00584,hsa:8635,RNASET2; ribonuclease T2
up:O14966,hsa:8934,"RAB29; RAB29, member RAS oncogene family"
up:O14966,hsa:8934,"RAB29; RAB29, member RAS oncogene family"
up:O14966,hsa:8934,"RAB29; RAB29, member RAS oncogene family"
up:O14966,hsa:8934,"RAB29; RAB29, member RAS oncogene family"
up:O15230,hsa:3911,LAMA5; laminin subunit alpha 5
up:O15230,hsa:3911,LAMA5; laminin subunit alpha 5
up:O15234,hsa:22794,CASC3; CASC3 exon junction complex subunit
up:O15234,hsa:22794,CASC3; CASC3 exon junction complex subunit
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O15357,hsa:3636,INPPL1; inositol polyphosphate phosphatase like 1
up:O43182,hsa:395,ARHGAP6; Rho GTPase activating protein 6
up:O43182,hsa:395,ARHGAP6; Rho GTPase activating protein 6
up:O43395,hsa:9129,PRPF3; pre-mRNA processing factor 3
up:O43657,hsa:7105,TSPAN6; tetraspanin 6
up:O43657,hsa:7105,TSPAN6; tetraspanin 6
up:O43657,hsa:7105,TSPAN6; tetraspanin 6
up:O60907,hsa:6907,TBL1X; transducin beta like 1 X-linked
up:O75643,hsa:23020,SNRNP200; small nuclear ribonucleoprotein U5 subunit 200
up:O94916,hsa:10725,NFAT5; nuclear factor of activated T cells 5
up:O94956,hsa:11309,SLCO2B1; solute carrier organic anion transporter family member 2B1
up:O94956,hsa:11309,SLCO2B1; solute carrier organic anion transporter family member 2B1
up:O95477,hsa:19,ABCA1; ATP binding cassette subfamily A member 1
up:O95477,hsa:19,ABCA1; ATP binding cassette subfamily A member 1
up:O95685,hsa:5509,PPP1R3D; protein phosphatase 1 regulatory subunit 3D
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P00491,hsa:4860,PNP; purine nucleoside phosphorylase
up:P01130,hsa:3949,LDLR; low density lipoprotein receptor
up:P02511,hsa:1410,CRYAB; crystallin alpha B
up:P02511,hsa:1410,CRYAB; crystallin alpha B
up:P02511,hsa:1410,CRYAB; crystallin alpha B
up:P02511,hsa:1410,CRYAB; crystallin alpha B
up:P04920,hsa:6522,SLC4A2; solute carrier family 4 member 2
up:P04920,hsa:6522,SLC4A2; solute carrier family 4 member 2
up:P04920,hsa:6522,SLC4A2; solute carrier family 4 member 2
up:P09417,hsa:5860,QDPR; quinoid dihydropteridine reductase
up:P09417,hsa:5860,QDPR; quinoid dihydropteridine reductase
up:P10643,hsa:730,C7; complement C7
up:P11047,hsa:3915,LAMC1; laminin subunit gamma 1
up:P14384,hsa:1368,CPM; carboxypeptidase M
up:P19419,hsa:2002,ELK1; ETS transcription factor ELK1
up:P19793,hsa:6256,RXRA; retinoid X receptor alpha
up:P19793,hsa:6256,RXRA; retinoid X receptor alpha
up:P19793,hsa:6256,RXRA; retinoid X receptor alpha
up:P19793,hsa:6256,RXRA; retinoid X receptor alpha
up:P19971,hsa:1890,TYMP; thymidine phosphorylase
up:P26572,hsa:4245,"MGAT1; alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
up:P27987,hsa:3707,ITPKB; inositol-trisphosphate 3-kinase B
up:P28562,hsa:1843,DUSP1; dual specificity phosphatase 1
up:P28562,hsa:1843,DUSP1; dual specificity phosphatase 1
up:P29375,hsa:5927,KDM5A; lysine demethylase 5A
up:P29375,hsa:5927,KDM5A; lysine demethylase 5A
up:P29375,hsa:5927,KDM5A; lysine demethylase 5A
up:P32519,hsa:1997,ELF1; E74 like ETS transcription factor 1
up:P32519,hsa:1997,ELF1; E74 like ETS transcription factor 1
up:P37268,hsa:2222,FDFT1; farnesyl-diphosphate farnesyltransferase 1
up:P37268,hsa:2222,FDFT1; farnesyl-diphosphate farnesyltransferase 1
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46019,hsa:5256,PHKA2; phosphorylase kinase regulatory subunit alpha 2
up:P46937,hsa:10413,YAP1; Yes1 associated transcriptional regulator
up:P46937,hsa:10413,YAP1; Yes1 associated transcriptional regulator
up:P46937,hsa:10413,YAP1; Yes1 associated transcriptional regulator
up:P53801,hsa:754,PTTG1IP; PTTG1 interacting protein
up:P53801,hsa:754,PTTG1IP; PTTG1 interacting protein
up:P54849,hsa:2012,EMP1; epithelial membrane protein 1
up:P54849,hsa:2012,EMP1; epithelial membrane protein 1
up:P54849,hsa:2012,EMP1; epithelial membrane protein 1
up:P54849,hsa:2012,EMP1; epithelial membrane protein 1
up:P58658,hsa:59271,EVA1C; eva-1 homolog C
up:P61916,hsa:10577,NPC2; NPC intracellular cholesterol transporter 2
up:P61916,hsa:10577,NPC2; NPC intracellular cholesterol transporter 2
up:P61916,hsa:10577,NPC2; NPC intracellular cholesterol transporter 2
up:P62753,hsa:6194,RPS6; ribosomal protein S6
up:P62851,hsa:6230,RPS25; ribosomal protein S25
up:P78332,hsa:10180,RBM6; RNA binding motif protein 6
up:Q03112,hsa:2122,MECOM; MDS1 and EVI1 complex locus
up:Q03112,hsa:2122,MECOM; MDS1 and EVI1 complex locus
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q03431,hsa:5745,PTH1R; parathyroid hormone 1 receptor
up:Q12923,hsa:5783,PTPN13; protein tyrosine phosphatase non-receptor type 13
up:Q12923,hsa:5783,PTPN13; protein tyrosine phosphatase non-receptor type 13
up:Q13045,hsa:2314,FLII; FLII actin remodeling protein
up:Q13045,hsa:2314,FLII; FLII actin remodeling protein
up:Q13045,hsa:2314,FLII; FLII actin remodeling protein
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13489,hsa:330,BIRC3; baculoviral IAP repeat containing 3
up:Q13572,hsa:3705,ITPK1; inositol-tetrakisphosphate 1-kinase
up:Q14344,hsa:10672,GNA13; G protein subunit alpha 13
up:Q15165,hsa:5445,PON2; paraoxonase 2
up:Q15165,hsa:5445,PON2; paraoxonase 2
up:Q504Q3,hsa:9924,PAN2; poly(A) specific ribonuclease subunit PAN2
up:Q504Q3,hsa:9924,PAN2; poly(A) specific ribonuclease subunit PAN2
up:Q504Q3,hsa:9924,PAN2; poly(A) specific ribonuclease subunit PAN2
up:Q504Q3,hsa:9924,PAN2; poly(A) specific ribonuclease subunit PAN2
up:Q5T3U5,hsa:89845,ABCC10; ATP binding cassette subfamily C member 10
up:Q5T3U5,hsa:89845,ABCC10; ATP binding cassette subfamily C member 10
up:Q6AI12,hsa:91369,ANKRD40; ankyrin repeat domain 40
up:Q6P179,hsa:64167,ERAP2; endoplasmic reticulum aminopeptidase 2
up:Q7LGC8,hsa:9469,CHST3; carbohydrate sulfotransferase 3
up:Q7LGC8,hsa:9469,CHST3; carbohydrate sulfotransferase 3
up:Q7LGC8,hsa:9469,CHST3; carbohydrate sulfotransferase 3
up:Q7Z6B7,hsa:57522,SRGAP1; SLIT-ROBO Rho GTPase activating protein 1
up:Q86TB9,hsa:219988,"PATL1; PAT1 homolog 1, processing body mRNA decay factor"
up:Q86TB9,hsa:219988,"PATL1; PAT1 homolog 1, processing body mRNA decay factor"
up:Q86V24,hsa:79602,ADIPOR2; adiponectin receptor 2
up:Q86X52,hsa:22856,CHSY1; chondroitin sulfate synthase 1
up:Q86X52,hsa:22856,CHSY1; chondroitin sulfate synthase 1
up:Q86X52,hsa:22856,CHSY1; chondroitin sulfate synthase 1
up:Q8IYN6,hsa:283991,UBALD2; UBA like domain containing 2
up:Q8NB15,hsa:118472,ZNF511; zinc finger protein 511
up:Q8NB15,hsa:118472,ZNF511; zinc finger protein 511
up:Q8NBJ5,hsa:79709,COLGALT1; collagen beta(1-O)galactosyltransferase 1
up:Q8WYP3,hsa:54453,RIN2; Ras and Rab interactor 2
up:Q92793,hsa:1387,CREBBP; CREB binding protein
up:Q92793,hsa:1387,CREBBP; CREB binding protein
up:Q969P5,hsa:114907,FBXO32; F-box protein 32
up:Q96BD0,hsa:28231,SLCO4A1; solute carrier organic anion transporter family member 4A1
up:Q96BD0,hsa:28231,SLCO4A1; solute carrier organic anion transporter family member 4A1
up:Q96BD0,hsa:28231,SLCO4A1; solute carrier organic anion transporter family member 4A1
up:Q96BD0,hsa:28231,SLCO4A1; solute carrier organic anion transporter family member 4A1
up:Q96BD0,hsa:28231,SLCO4A1; solute carrier organic anion transporter family member 4A1
up:Q96BD5,hsa:51317,PHF21A; PHD finger protein 21A
up:Q96BD5,hsa:51317,PHF21A; PHD finger protein 21A
up:Q96M86,hsa:144132,DNHD1; dynein heavy chain domain 1
up:Q96QB1,hsa:10395,DLC1; DLC1 Rho GTPase activating protein
up:Q96QC0,hsa:5514,PPP1R10; protein phosphatase 1 regulatory subunit 10
up:Q96QC0,hsa:5514,PPP1R10; protein phosphatase 1 regulatory subunit 10
up:Q96QC0,hsa:5514,PPP1R10; protein phosphatase 1 regulatory subunit 10
up:Q96QD8,hsa:54407,SLC38A2; solute carrier family 38 member 2
up:Q96T58,hsa:23013,SPEN; spen family transcriptional repressor
up:Q96T58,hsa:23013,SPEN; spen family transcriptional repressor
up:Q99973,hsa:7011,TEP1; telomerase associated protein 1
up:Q99973,hsa:7011,TEP1; telomerase associated protein 1
up:Q99973,hsa:7011,TEP1; telomerase associated protein 1
up:Q99973,hsa:7011,TEP1; telomerase associated protein 1
up:Q99973,hsa:7011,TEP1; telomerase associated protein 1
up:Q99973,hsa:7011,TEP1; telomerase associated protein 1
up:Q9BQS8,hsa:79443,FYCO1; FYVE and coiled-coil domain autophagy adaptor 1
up:Q9BRK4,hsa:84445,LZTS2; leucine zipper tumor suppressor 2
up:Q9BRK4,hsa:84445,LZTS2; leucine zipper tumor suppressor 2
up:Q9BRK4,hsa:84445,LZTS2; leucine zipper tumor suppressor 2
up:Q9BRK4,hsa:84445,LZTS2; leucine zipper tumor suppressor 2
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BRZ2,hsa:81844,TRIM56; tripartite motif containing 56
up:Q9BTA9,hsa:51322,WAC; WW domain containing adaptor with coiled-coil
up:Q9BTA9,hsa:51322,WAC; WW domain containing adaptor with coiled-coil
up:Q9GZU7,hsa:58190,CTDSP1; CTD small phosphatase 1
up:Q9H0Z9,hsa:55544,RBM38; RNA binding motif protein 38
up:Q9H0Z9,hsa:55544,RBM38; RNA binding motif protein 38
up:Q9H1Q7,hsa:64773,PCED1A; PC-esterase domain containing 1A
up:Q9H4E5,hsa:57381,RHOJ; ras homolog family member J
up:Q9H4M9,hsa:10938,EHD1; EH domain containing 1
up:Q9H7Z6,hsa:84148,KAT8; lysine acetyltransferase 8
up:Q9HA92,hsa:55316,RSAD1; radical S-adenosyl methionine domain containing 1
up:Q9HA92,hsa:55316,RSAD1; radical S-adenosyl methionine domain containing 1
up:Q9HA92,hsa:55316,RSAD1; radical S-adenosyl methionine domain containing 1
up:Q9HA92,hsa:55316,RSAD1; radical S-adenosyl methionine domain containing 1
up:Q9HA92,hsa:55316,RSAD1; radical S-adenosyl methionine domain containing 1
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9HBH9,hsa:2872,MKNK2; MAPK interacting serine/threonine kinase 2
up:Q9NPA3,hsa:58526,MID1IP1; MID1 interacting protein 1
up:Q9NPH2,hsa:51477,ISYNA1; inositol-3-phosphate synthase 1
up:Q9NPH2,hsa:51477,ISYNA1; inositol-3-phosphate synthase 1
up:Q9NRL2,hsa:11177,BAZ1A; bromodomain adjacent to zinc finger domain 1A
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NRP7,hsa:27148,STK36; serine/threonine kinase 36
up:Q9NUV9,hsa:55303,"GIMAP4; GTPase, IMAP family member 4"
up:Q9NV58,hsa:25897,"RNF19A; ring finger protein 19A, RBR E3 ubiquitin protein ligase"
up:Q9NYJ8,hsa:23118,TAB2; TGF-beta activated kinase 1 (MAP3K7) binding protein 2
up:Q9NYJ8,hsa:23118,TAB2; TGF-beta activated kinase 1 (MAP3K7) binding protein 2
up:Q9NZN5,hsa:23365,ARHGEF12; Rho guanine nucleotide exchange factor 12
up:Q9NZN5,hsa:23365,ARHGEF12; Rho guanine nucleotide exchange factor 12
up:Q9NZN5,hsa:23365,ARHGEF12; Rho guanine nucleotide exchange factor 12
up:Q9NZN5,hsa:23365,ARHGEF12; Rho guanine nucleotide exchange factor 12
up:Q9UDT6,hsa:7461,CLIP2; CAP-Gly domain containing linker protein 2
up:Q9UIH9,hsa:28999,KLF15; Kruppel like factor 15
up:Q9UPN3,hsa:23499,MACF1; microtubule actin crosslinking factor 1
up:Q9UPN3,hsa:23499,MACF1; microtubule actin crosslinking factor 1
up:Q9UPN3,hsa:23499,MACF1; microtubule actin crosslinking factor 1
up:Q9UPN3,hsa:23499,MACF1; microtubule actin crosslinking factor 1
up:Q9UPU7,hsa:23102,TBC1D2B; TBC1 domain family member 2B
up:Q9UPU7,hsa:23102,TBC1D2B; TBC1 domain family member 2B
up:Q9UQ35,hsa:23524,SRRM2; serine/arginine repetitive matrix 2
up:Q9UQ35,hsa:23524,SRRM2; serine/arginine repetitive matrix 2
up:Q9UQ35,hsa:23524,SRRM2; serine/arginine repetitive matrix 2
up:Q9UQ35,hsa:23524,SRRM2; serine/arginine repetitive matrix 2
up:Q9UQ35,hsa:23524,SRRM2; serine/arginine repetitive matrix 2
up:Q9UQ35,hsa:23524,SRRM2; serine/arginine repetitive matrix 2
up:Q9Y646,hsa:10404,CPQ; carboxypeptidase Q
up:Q9NVV5,hsa:51390,AIG1; androgen induced 1
up:Q15777,hsa:744,MPPED2; metallophosphoesterase domain containing 2
up:P11117,hsa:53,"ACP2; acid phosphatase 2, lysosomal"
up:P05198,hsa:1965,EIF2S1; eukaryotic translation initiation factor 2 subunit alpha
up:O75794,hsa:8872,CDC123; cell division cycle 123
up:P29120,hsa:5122,PCSK1; proprotein convertase subtilisin/kexin type 1
up:Q13206,hsa:1662,DDX10; DEAD-box helicase 10
up:P04181,hsa:4942,OAT; ornithine aminotransferase
up:Q9NVP1,hsa:8886,DDX18; DEAD-box helicase 18
up:Q13530,hsa:10955,SERINC3; serine incorporator 3
up:Q9BRP1,hsa:84306,PDCD2L; programmed cell death 2 like
up:P61221,hsa:6059,ABCE1; ATP binding cassette subfamily E member 1
up:Q68DH5,hsa:92255,LMBRD2; LMBR1 domain containing 2
up:Q9ULJ7,hsa:57182,ANKRD50; ankyrin repeat domain 50
up:Q8IUC8,hsa:114805,GALNT13; polypeptide N-acetylgalactosaminyltransferase 13
up:Q9BQC3,hsa:1802,DPH2; diphthamide biosynthesis 2
up:Q15814,hsa:6903,TBCC; tubulin folding cofactor C
up:O14802,hsa:11128,POLR3A; RNA polymerase III subunit A
up:Q92604,hsa:9926,LPGAT1; lysophosphatidylglycerol acyltransferase 1
up:Q6ZNE5,hsa:22863,ATG14; autophagy related 14
up:Q9NUM3,hsa:55334,SLC39A9; solute carrier family 39 member 9
up:Q9H8P0,hsa:79644,SRD5A3; steroid 5 alpha-reductase 3
up:Q8TB96,hsa:81533,ITFG1; integrin alpha FG-GAP repeat containing 1
up:Q6P1N9,hsa:83940,TATDN1; TatD DNase domain containing 1
up:Q5VV63,hsa:26033,ATRNL1; attractin like 1
up:Q99715,hsa:1303,COL12A1; collagen type XII alpha 1 chain
up:Q9Y2I9,hsa:23329,TBC1D30; TBC1 domain family member 30
up:Q17RS7,hsa:348654,GEN1; GEN1 Holliday junction 5' flap endonuclease
up:Q6UWP2,hsa:79154,DHRS11; dehydrogenase/reductase 11
up:Q13639,hsa:3360,HTR4; 5-hydroxytryptamine receptor 4
up:Q99986,hsa:7443,VRK1; VRK serine/threonine kinase 1
up:Q7Z3B1,hsa:257194,NEGR1; neuronal growth regulator 1
